study_id,study_role,analysis_id,analysis_summary,source_metabolite_id,analysis_feature_id,source_reported_name,refmet_name,refmet_id,super_class,main_class,sub_class,mapping_status,mapping_confidence,mapping_evidence,isotope_internal_standard_row,standard_detection_evidence,row_decision
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367472,ST001521|AN002533|ME367472,3-Hydroxyanthranilic acid,3-Hydroxyanthranilic acid,RM0136103,Benzenoids,Benzoic acids,Hydroxybenzoic acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367551,ST001521|AN002533|ME367551,3-Methylhistidine,3-Methylhistidine,RM0135956,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367559,ST001521|AN002533|ME367559,4-Acetamidobutanoic acid,4-Acetamidobutanoic acid,RM0042346,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367557,ST001521|AN002533|ME367557,4-Aminohippuric acid,4-Aminohippuric acid,RM0136122,Benzenoids,Benzamides,Hippuric acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367558,ST001521|AN002533|ME367558,4-Hydroxy-3-methylacetophenone,4-Hydroxy-3-methylacetophenone,RM0021451,Benzenoids,Benzenes,Acetophenones,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367564,ST001521|AN002533|ME367564,5-Acetylamino-6-amino-3-methyluracil,5-Acetylamino-6-amino-3-methyluracil,RM0136284,Organic nitrogen compounds,Organonitrogen compounds,N-arylamides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367561,ST001521|AN002533|ME367561,5-Hydroxymethyl-4-methyluracil,5-Hydroxymethyl-4-methyluracil,RM0135965,Nucleic acids,Pyrimidines,Pyrimidones,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367562,ST001521|AN002533|ME367562,5-Hydroxytryptophol,5-Hydroxytryptophol,RM0006649,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367563,ST001521|AN002533|ME367563,5-Methylcytidine,5-Methylcytidine,RM0033028,Nucleic acids,Pyrimidines,Pyrimidine ribonucleosides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367565,ST001521|AN002533|ME367565,"6,8-Dihydroxypurine","6,8-Dihydroxypurine",RM0136068,Nucleic acids,Purines,Hypoxanthines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367566,ST001521|AN002533|ME367566,7-Methylguanine,7-Methylguanine,RM0156417,Nucleic acids,Purines,Hypoxanthines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367567,ST001521|AN002533|ME367567,7-Methylxanthine,7-Methylxanthine,RM0033054,Nucleic acids,Purines,Xanthines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367568,ST001521|AN002533|ME367568,Acetaminophen,Acetaminophen,RM0042351,Benzenoids,Phenols,Aminophenols,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367483,ST001521|AN002533|ME367483,Adenosine,Adenosine,RM0135870,Nucleic acids,Purines,Purine ribonucleosides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367569,ST001521|AN002533|ME367569,Adrenochrome,Adrenochrome,RM0136387,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367439,ST001521|AN002533|ME367439,Alanine,Alanine,RM0135898,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367468,ST001521|AN002533|ME367468,Allantoin,Allantoin,RM0118303,Organoheterocyclic compounds,Cyclic ureas,Ureides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367447,ST001521|AN002533|ME367447,Arginine,Arginine,RM0135963,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367444,ST001521|AN002533|ME367444,Asparagine,Asparagine,RM0135724,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367475,ST001521|AN002533|ME367475,Betaine,Betaine,RM0135869,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367570,ST001521|AN002533|ME367570,Bilirubin,Bilirubin,RM0135872,Organoheterocyclic compounds,Bilirubins,Bilirubins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367607,ST001521|AN002533|ME367607,Biliverdin,Biliverdin,RM0136810,Organoheterocyclic compounds,Bilirubins,Bilirubins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367505,ST001521|AN002533|ME367505,CAR(10:0),CAR 10:0,RM0153849,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367506,ST001521|AN002533|ME367506,CAR(10:2),CAR 10:2,RM0154065,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367507,ST001521|AN002533|ME367507,CAR(12:0),CAR 12:0,RM0154012,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367508,ST001521|AN002533|ME367508,CAR(12:1),CAR 12:1,RM0154155,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367509,ST001521|AN002533|ME367509,CAR(14:0),CAR 14:0,RM0154013,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367510,ST001521|AN002533|ME367510,CAR(14:1),CAR 14:1,RM0154190,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367511,ST001521|AN002533|ME367511,CAR(14:2),CAR 14:2,RM0154069,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367512,ST001521|AN002533|ME367512,CAR(16:0),CAR 16:0,RM0153848,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367513,ST001521|AN002533|ME367513,CAR(18:0),CAR 18:0,RM0153850,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367514,ST001521|AN002533|ME367514,CAR(18:1),CAR 18:1,RM0153915,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367515,ST001521|AN002533|ME367515,CAR(18:2),CAR 18:2,RM0154158,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367516,ST001521|AN002533|ME367516,CAR(26:0),CAR 26:0,RM0154153,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367493,ST001521|AN002533|ME367493,CAR(2:0),CAR 2:0,RM0154009,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367494,ST001521|AN002533|ME367494,CAR(3:0),CAR 3:0,RM0154041,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367497,ST001521|AN002533|ME367497,CAR(4:0(OH)),CAR 4:0;OH,RM0154193,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367496,ST001521|AN002533|ME367496,CAR(4:0),CAR 4:0,RM0153847,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367498,ST001521|AN002533|ME367498,CAR(5:0),CAR 5:0,RM0154185,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367499,ST001521|AN002533|ME367499,CAR(5:1),CAR 5:1,RM0156347,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367501,ST001521|AN002533|ME367501,CAR(6:0),CAR 6:0,RM0153846,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367502,ST001521|AN002533|ME367502,CAR(7:0),CAR 7:0,RM0154207,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367503,ST001521|AN002533|ME367503,CAR(8:0),CAR 8:0,RM0154093,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367504,ST001521|AN002533|ME367504,CAR(9:0),CAR 9:0,RM0153881,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367495,ST001521|AN002533|ME367495,CAR(DC3:0(2Me)),CAR DC3:0;2Me,RM0154015,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367500,ST001521|AN002533|ME367500,CAR(DC5:0),CAR DC5:0,RM0153962,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367608,ST001521|AN002533|ME367608,Caffeine,Caffeine,RM0032992,Nucleic acids,Purines,Xanthines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367492,ST001521|AN002533|ME367492,Carnitine,Carnitine,RM0008606,Organic nitrogen compounds,Carnitines,Carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367476,ST001521|AN002533|ME367476,Choline,Choline,RM0028739,Organic nitrogen compounds,Cholines,Cholines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367477,ST001521|AN002533|ME367477,Choline phosphate,Choline phosphate,RM0007522,Organic nitrogen compounds,Cholines,Cholines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367458,ST001521|AN002533|ME367458,Citrulline,Citrulline,RM0136022,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367486,ST001521|AN002533|ME367486,Cotinine,Cotinine,RM0040469,Alkaloids,Pyridine alkaloids,Nicotinic acid alkaloids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367479,ST001521|AN002533|ME367479,Creatine,Creatine,RM0135876,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367480,ST001521|AN002533|ME367480,Creatinine,Creatinine,RM0028430,Organoheterocyclic compounds,Azoles,Imidazolines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367484,ST001521|AN002533|ME367484,Cytosine,Cytosine,RM0050550,Nucleic acids,Pyrimidines,Pyrimidones,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367572,ST001521|AN002533|ME367572,DMGV,DMGV,RM0028710,Organic acids,Keto acids,Short-chain keto acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367465,ST001521|AN002533|ME367465,Dimethylarginine,Dimethylarginine,RM0131870,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367464,ST001521|AN002533|ME367464,Dimethylglycine,Dimethylglycine,RM0135883,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367573,ST001521|AN002533|ME367573,Ectoine,Ectoine,RM0033341,Nucleic acids,Pyrimidines,Hydropyrimidines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002533,HILIC POSITIVE ION MODE,ME367443,ST001521|AN002533|ME367443,Glutamic acid,Glutamic acid,RM0135893,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
